	Chr	Pos	-log10(pValue)
rs14615	19	339	0.168
rs14616	19	340	0.275
rs14617	19	341	0.153
rs14618	19	342	0.134
rs14619	19	343	0.26
rs14620	19	344	0.38
rs14621	19	345	0.85
rs14622	19	346	0.313
rs14623	19	347	0.079
rs14624	19	348	0.677
rs14625	19	349	0.522
rs14626	19	350	0.254
rs14627	19	351	0.997
rs14628	19	352	0.445
rs14629	19	353	0.702
rs14630	19	354	0.053
rs14631	19	355	0.697
rs14632	19	356	0.843
rs14633	19	357	0.113
rs14634	19	358	0.25
rs14635	19	359	0.004
rs14636	19	360	0.447
rs14637	19	361	0.162
rs14638	19	362	0.409
rs14639	19	363	0.306
rs14640	19	364	0.508
rs14641	19	365	0.174
rs14642	19	366	0.854
rs14643	19	367	0.7
rs14644	19	368	0.179
rs14645	19	369	0.51
rs14646	19	370	0.119
rs14647	19	371	0.196
rs14648	19	372	0.297
rs14649	19	373	0.57
rs14650	19	374	1.219
rs14651	19	375	0.515
rs14652	19	376	0.265
rs14653	19	377	0.815
rs14654	19	378	0.206
rs14655	19	379	0.11
rs14656	19	380	0.152
rs14657	19	381	0.088
rs14658	19	382	0.933
rs14659	19	383	0.071
rs14660	19	384	1.224
rs14661	19	385	0.127
rs14662	19	386	0.254
rs14663	19	387	0.06
rs14664	19	388	0.746
rs14665	19	389	0.005
rs14666	19	390	0.756
rs14667	19	391	0.352
rs14668	19	392	0.782
rs14669	19	393	0.404
rs14670	19	394	1.324
rs14671	19	395	0.578
rs14672	19	396	0.474
rs14673	19	397	0.007
rs14674	19	398	0.545
rs14675	19	399	0.195
rs14676	19	400	0.668
rs14677	19	401	0.976
rs14678	19	402	0.391
rs14679	19	403	0.226
rs14680	19	404	0.237
rs14681	19	405	0.425
rs14682	19	406	0.155
rs14683	19	407	0.24
rs14684	19	408	0.044
rs14685	19	409	0.59
rs14686	19	410	0.131
rs14687	19	411	0.346
rs14688	19	412	0.314
rs14689	19	413	0.076
rs14690	19	414	0.164
rs14691	19	415	1.094
rs14692	19	416	0.686
rs14693	19	417	1.063
rs14694	19	418	0.563
rs14695	19	419	0.366
rs14696	19	420	0.107
rs14697	19	421	0.94
rs14698	19	422	1.154
rs14699	19	423	0.311
rs14700	19	424	0.256
rs14701	19	425	0.005
rs14702	19	426	0.128
rs14703	19	427	0.47
rs14704	19	428	0.541
rs14705	19	429	0.513
rs14706	19	430	0.104
rs14707	19	431	2.359
rs14708	19	432	0.112
rs14709	19	433	0.182
rs14710	19	434	0.419
rs14711	19	435	1.25
rs14712	19	436	0.02
rs14713	19	437	0.323
rs14714	19	438	0.22
rs14715	19	439	0.21
rs14716	19	440	0.023
rs14717	19	441	1.58
rs14718	19	442	0.309
rs14719	19	443	0.014
rs14720	19	444	0.267
rs14721	19	445	0.829
rs14722	19	446	0.061
rs14723	19	447	0.092
rs14724	19	448	0.185
rs14725	19	449	0.647
rs14726	19	450	0.115
rs14727	19	451	1.113
rs14728	19	452	0.267
rs14729	19	453	0.752
rs14730	19	454	0.144
rs14731	19	455	0.305
rs14732	19	456	0.152
rs14733	19	457	0.394
rs14734	19	458	0.602
rs14735	19	459	0.242
rs14736	19	460	0.007
rs14737	19	461	0.083
rs14738	19	462	0.056
rs14739	19	463	0.904
rs14740	19	464	1.267
rs14741	19	465	1.271
rs14742	19	466	0.021
rs14743	19	467	0.502
rs14744	19	468	0.24
rs14745	19	469	1.25
rs14746	19	470	0.231
rs14747	19	471	0.411
rs14748	19	472	0.251
rs14749	19	473	0.195
rs14750	19	474	0.417
rs14751	19	475	0.649
rs14752	19	476	0.144
rs14753	19	477	0.631
rs14754	19	478	0.954
rs14755	19	479	1.821
rs14756	19	480	0.385
rs14757	19	481	0.303
rs14758	19	482	0.031
rs14759	19	483	0.5
rs14760	19	484	0.327
rs14761	19	485	0.128
rs14762	19	486	0.06
rs14763	19	487	0.245
rs14764	19	488	0.111
rs14765	19	489	0.028
rs14766	19	490	1.872
rs14767	19	491	1.781
rs14768	19	492	0.109
rs14769	19	493	0.097
rs14770	19	494	0.076
rs14771	19	495	0.485
rs14772	19	496	0.275
rs14773	19	497	0.905
rs14774	19	498	0.572
rs14775	19	499	0.558
rs14776	19	500	0.566
rs14777	19	501	0.378
rs14778	19	502	0.82
rs14779	19	503	0.651
rs14780	19	504	0.019
rs14781	19	505	0.185
rs14782	19	506	0.314
rs14783	19	507	1.455
rs14784	19	508	0.215
rs14785	19	509	0.294
rs14786	19	510	0.934
rs14787	19	511	0.206
rs14788	19	512	0.685
rs14789	19	513	0.007
rs14790	19	514	0.041
rs14791	19	515	0.093
rs14792	19	516	1.12
rs14793	19	517	1.256
rs14794	19	518	1.236
rs14795	19	519	1.016
rs14796	19	520	0.154
rs14797	19	521	0.388
rs14798	19	522	0.041
rs14799	19	523	0.19
rs14800	19	524	0.739
rs14801	19	525	0.093
rs14802	19	526	0.131
rs14803	19	527	0.096
rs14804	19	528	0.351
rs14805	19	529	0.379
rs14806	19	530	0.784
rs14807	19	531	0.013
rs14808	19	532	0.316
rs14809	19	533	0.722
rs14810	19	534	0.851
rs14811	19	535	0.288
rs14812	19	536	0.49
rs14813	19	537	0.353
rs14814	19	538	0.102
rs14815	19	539	0.802
rs14816	19	540	0.441
rs14817	19	541	0.403
rs14818	19	542	0.721
rs14819	19	543	0.069
rs14820	19	544	0.14
rs14821	19	545	0.088
rs14822	19	546	0.081
rs14823	19	547	1.009
rs14824	19	548	0.888
rs14825	19	549	0.221
rs14826	19	550	0.593
rs14827	19	551	0.171
rs14828	19	552	0.14
rs14829	19	553	0.046
rs14830	19	554	0.941
rs14831	19	555	0.632
rs14832	19	556	0.66
rs14833	19	557	0.189
rs14834	19	558	0.283
rs14835	19	559	0.293
rs14836	19	560	0.782
rs14837	19	561	1.134
rs14838	19	562	0.377
rs14839	20	1	0.402
rs14840	20	2	1.021
rs14841	20	3	0.321
rs14842	20	4	0.623
rs14843	20	5	0.201
rs14844	20	6	0.089
rs14845	20	7	0.007
rs14846	20	8	0.998
rs14847	20	9	0.042
rs14848	20	10	0.275
rs14849	20	11	0.092
rs14850	20	12	0.412
rs14851	20	13	0.504
rs14852	20	14	0.768
rs14853	20	15	0.371
rs14854	20	16	0.083
rs14855	20	17	0.321
rs14856	20	18	0.339
rs14857	20	19	0.183
rs14858	20	20	0.454
rs14859	20	21	0.854
rs14860	20	22	0.512
rs14861	20	23	0.168
rs14862	20	24	0.166
rs14863	20	25	0.826
rs14864	20	26	0.153
rs14865	20	27	0.004
rs14866	20	28	0.227
rs14867	20	29	0.379
rs14868	20	30	0.14
rs14869	20	31	0.484
rs14870	20	32	0.312
rs14871	20	33	0.282
rs14872	20	34	0.017
rs14873	20	35	0.84
rs14874	20	36	0.187
rs14875	20	37	0.308
rs14876	20	38	0.47
rs14877	20	39	0.707
rs14878	20	40	0.132
rs14879	20	41	0.74
rs14880	20	42	0.103
rs14881	20	43	0.336
rs14882	20	44	0.293
rs14883	20	45	0.217
rs14884	20	46	0.314
rs14885	20	47	0.323
rs14886	20	48	0.078
rs14887	20	49	0.951
rs14888	20	50	0.877
rs14889	20	51	0.655
rs14890	20	52	0.317
rs14891	20	53	0.545
rs14892	20	54	0.003
rs14893	20	55	0.094
rs14894	20	56	0.001
rs14895	20	57	0.424
rs14896	20	58	0.111
rs14897	20	59	0.226
rs14898	20	60	0.038
rs14899	20	61	0.527
rs14900	20	62	1.097
rs14901	20	63	0.064
rs14902	20	64	0.25
rs14903	20	65	0.84
rs14904	20	66	0.454
rs14905	20	67	0.075
rs14906	20	68	0.927
rs14907	20	69	0.207
rs14908	20	70	0.045
rs14909	20	71	0.421
rs14910	20	72	0.338
rs14911	20	73	0.227
rs14912	20	74	0.877
rs14913	20	75	0.167
rs14914	20	76	0.267
rs14915	20	77	0.29
rs14916	20	78	0.05
rs14917	20	79	0.862
rs14918	20	80	0.281
rs14919	20	81	0.751
rs14920	20	82	0.192
rs14921	20	83	0.554
rs14922	20	84	0.085
rs14923	20	85	0.958
rs14924	20	86	0.253
rs14925	20	87	0.284
rs14926	20	88	0.634
rs14927	20	89	0.936
rs14928	20	90	0.052
rs14929	20	91	0.731
rs14930	20	92	0.051
rs14931	20	93	0.967
rs14932	20	94	0.024
rs14933	20	95	0.186
rs14934	20	96	0.295
rs14935	20	97	0.543
rs14936	20	98	0.654
rs14937	20	99	0.312
rs14938	20	100	0.326
rs14939	20	101	0.313
rs14940	20	102	0.095
rs14941	20	103	0.322
rs14942	20	104	0.18
rs14943	20	105	0.69
rs14944	20	106	0.325
rs14945	20	107	0.053
rs14946	20	108	0.232
rs14947	20	109	0.776
rs14948	20	110	0.823
rs14949	20	111	0.477
rs14950	20	112	0.762
rs14951	20	113	0.756
rs14952	20	114	0.182
rs14953	20	115	0.927
rs14954	20	116	0.031
rs14955	20	117	0.499
rs14956	20	118	0.363
rs14957	20	119	0.287
rs14958	20	120	1.048
rs14959	20	121	1.994
rs14960	20	122	0.738
rs14961	20	123	0.459
rs14962	20	124	1.427
rs14963	20	125	0.032
rs14964	20	126	0.151
rs14965	20	127	0.381
rs14966	20	128	0.094
rs14967	20	129	1.012
rs14968	20	130	0.154
rs14969	20	131	0.219
rs14970	20	132	1.093
rs14971	20	133	1.579
rs14972	20	134	0.075
rs14973	20	135	0.537
rs14974	20	136	0.388
rs14975	20	137	0.586
rs14976	20	138	0.067
rs14977	20	139	1.492
rs14978	20	140	1.289
rs14979	20	141	0.248
rs14980	20	142	0.449
rs14981	20	143	0.171
rs14982	20	144	0.682
rs14983	20	145	0.072
rs14984	20	146	1.852
rs14985	20	147	0.026
rs14986	20	148	0.189
rs14987	20	149	0.524
rs14988	20	150	0.683
rs14989	20	151	0.106
rs14990	20	152	0.198
rs14991	20	153	0.538
rs14992	20	154	0.007
rs14993	20	155	0.206
rs14994	20	156	0.209
rs14995	20	157	0.7
rs14996	20	158	0.263
rs14997	20	159	0.328
rs14998	20	160	0.81
rs14999	20	161	0.049
rs15000	20	162	0.441
rs15001	20	163	0.21
rs15002	20	164	0.088
rs15003	20	165	0.464
rs15004	20	166	0.41
rs15005	20	167	1.835
rs15006	20	168	0.801
rs15007	20	169	0.237
rs15008	20	170	0.97
rs15009	20	171	0.012
rs15010	20	172	1.393
rs15011	20	173	0.752
rs15012	20	174	0.749
rs15013	20	175	0.43
rs15014	20	176	0.775
rs15015	20	177	0.081
rs15016	20	178	0.288
rs15017	20	179	0.022
rs15018	20	180	1.02
rs15019	20	181	0.652
rs15020	20	182	0.315
rs15021	20	183	0.525
rs15022	20	184	1.38
rs15023	20	185	1.411
rs15024	20	186	0.502
rs15025	20	187	0.232
rs15026	20	188	0.322
rs15027	20	189	0.041
rs15028	20	190	0.122
rs15029	20	191	0.306
rs15030	20	192	0.131
rs15031	20	193	0.086
rs15032	20	194	0.606
rs15033	20	195	0.26
rs15034	20	196	0.41
rs15035	20	197	0.2
rs15036	20	198	0.564
rs15037	20	199	0.07
rs15038	20	200	0.48
rs15039	20	201	0.133
rs15040	20	202	1.054
rs15041	20	203	1.489
rs15042	20	204	0.346
rs15043	20	205	0.049
rs15044	20	206	0.271
rs15045	20	207	0.28
rs15046	20	208	0.315
rs15047	20	209	0.004
rs15048	20	210	0.076
rs15049	20	211	0.002
rs15050	20	212	0.231
rs15051	20	213	0.724
rs15052	20	214	0.111
rs15053	20	215	0.012
rs15054	20	216	0.625
rs15055	20	217	0.218
rs15056	20	218	0.459
rs15057	20	219	0.44
rs15058	20	220	0.531
rs15059	20	221	0.26
rs15060	20	222	0.535
rs15061	20	223	0.154
rs15062	20	224	0.25
rs15063	20	225	0.336
rs15064	20	226	1.539
rs15065	20	227	0.734
rs15066	20	228	0.429
rs15067	20	229	0.207
rs15068	20	230	0.308
rs15069	20	231	0.842
rs15070	20	232	0.037
rs15071	20	233	0.332
rs15072	20	234	0.096
rs15073	20	235	0.052
rs15074	20	236	0.221
rs15075	20	237	0.921
rs15076	20	238	0.26
rs15077	20	239	0.323
rs15078	20	240	0.48
rs15079	20	241	0.108
rs15080	20	242	0.816
rs15081	20	243	0.263
rs15082	20	244	1.15
rs15083	20	245	0.442
rs15084	20	246	1.163
rs15085	20	247	0.69
rs15086	20	248	0.383
rs15087	20	249	0.326
rs15088	20	250	0.045
rs15089	20	251	0.031
rs15090	20	252	1.659
rs15091	20	253	0.457
rs15092	20	254	0.046
rs15093	20	255	0.445
rs15094	20	256	0.135
rs15095	20	257	0.206
rs15096	20	258	0.045
rs15097	20	259	0.236
rs15098	20	260	0.508
rs15099	20	261	0.018
rs15100	20	262	0.107
rs15101	20	263	0.013
rs15102	20	264	0.023
rs15103	20	265	0.91
rs15104	20	266	0.526
rs15105	20	267	0.133
rs15106	20	268	0.828
rs15107	20	269	0.158
rs15108	20	270	0.136
rs15109	20	271	0.283
rs15110	20	272	1.799
rs15111	20	273	0.221
rs15112	20	274	2.382
rs15113	20	275	0.075
rs15114	20	276	1.626
rs15115	20	277	0.094
rs15116	20	278	0.051
rs15117	20	279	0.831
rs15118	20	280	0.639
rs15119	20	281	0.056
rs15120	20	282	1.015
rs15121	20	283	0.029
rs15122	20	284	0.194
rs15123	20	285	0.159
rs15124	20	286	0.066
rs15125	20	287	2.4
rs15126	20	288	0.198
rs15127	20	289	0.034
rs15128	20	290	0.01
rs15129	20	291	1.155
rs15130	20	292	0.331
rs15131	20	293	0.025
rs15132	20	294	1.416
rs15133	20	295	0.334
rs15134	20	296	0.398
rs15135	20	297	0.688
rs15136	20	298	0.254
rs15137	20	299	1.303
rs15138	20	300	0.038
rs15139	20	301	0.082
rs15140	20	302	0.053
rs15141	20	303	0.443
rs15142	20	304	2.007
rs15143	20	305	0.36
rs15144	20	306	0.17
rs15145	20	307	0.259
rs15146	20	308	1.152
rs15147	20	309	0.412
rs15148	20	310	0.134
rs15149	20	311	0.925
rs15150	20	312	1.395
rs15151	20	313	2.077
rs15152	20	314	0.032
rs15153	20	315	0.095
rs15154	20	316	0.099
rs15155	20	317	0.082
rs15156	20	318	0.518
rs15157	20	319	0.411
rs15158	20	320	1.055
rs15159	20	321	0.581
rs15160	20	322	0.017
rs15161	20	323	0.073
rs15162	20	324	0.595
rs15163	20	325	0.651
rs15164	20	326	0.224
rs15165	20	327	0.144
rs15166	20	328	0.221
rs15167	20	329	1.06
rs15168	20	330	0
rs15169	20	331	0.088
rs15170	20	332	0.176
rs15171	20	333	0.209
rs15172	20	334	1.146
rs15173	20	335	0.301
rs15174	20	336	0.327
rs15175	20	337	0.388
rs15176	20	338	0.178
rs15177	20	339	0.055
rs15178	20	340	0.509
rs15179	20	341	0.055
rs15180	20	342	0.241
rs15181	20	343	0.044
rs15182	20	344	0.002
rs15183	20	345	0.003
rs15184	20	346	0.051
rs15185	20	347	0.588
rs15186	20	348	0.13
rs15187	20	349	0.769
rs15188	20	350	0.397
rs15189	20	351	0.008
rs15190	20	352	0.813
rs15191	20	353	0.241
rs15192	20	354	0.54
rs15193	20	355	0.046
rs15194	20	356	0.387
rs15195	20	357	0.227
rs15196	20	358	0.034
rs15197	20	359	1.057
rs15198	20	360	0.883
rs15199	20	361	0.064
rs15200	20	362	0.12
rs15201	20	363	0.139
rs15202	20	364	1.429
rs15203	20	365	0.934
rs15204	20	366	0.749
rs15205	20	367	0.487
rs15206	20	368	0.845
rs15207	20	369	0.429
rs15208	20	370	0.146
rs15209	20	371	0.291
rs15210	20	372	0.325
rs15211	20	373	0.535
rs15212	20	374	0.306
rs15213	20	375	0.531
rs15214	20	376	0.038
rs15215	20	377	0.233
rs15216	20	378	2.408
rs15217	20	379	0.271
rs15218	20	380	0.653
rs15219	20	381	1.886
rs15220	20	382	0.098
rs15221	20	383	0.695
rs15222	20	384	0.558
rs15223	20	385	0.435
rs15224	20	386	0.085
rs15225	20	387	0.158
rs15226	20	388	0.15
rs15227	20	389	0.153
rs15228	20	390	0.033
rs15229	20	391	0.466
rs15230	20	392	0.476
rs15231	20	393	0.679
rs15232	20	394	0.248
rs15233	20	395	0.477
rs15234	20	396	3.118
rs15235	20	397	0.337
rs15236	20	398	0.189
rs15237	20	399	0.398
rs15238	20	400	0.676
rs15239	20	401	0.357
rs15240	20	402	0.085
rs15241	20	403	0.357
rs15242	20	404	1.456
rs15243	20	405	1.971
rs15244	20	406	0.03
rs15245	20	407	0.032
rs15246	20	408	0.158
rs15247	20	409	1.005
rs15248	20	410	0.936
rs15249	20	411	0.946
rs15250	20	412	0.314
rs15251	20	413	0.404
rs15252	20	414	0.023
rs15253	20	415	0.123
rs15254	20	416	0.062
rs15255	20	417	0.426
rs15256	20	418	0.044
rs15257	20	419	0.13
rs15258	20	420	0.525
rs15259	20	421	0.468
rs15260	20	422	0.141
rs15261	20	423	0.372
rs15262	20	424	1.148
rs15263	20	425	0.711
rs15264	20	426	0.711
rs15265	20	427	0.509
rs15266	20	428	1.022
rs15267	20	429	1.471
rs15268	20	430	0.909
rs15269	20	431	0.425
rs15270	20	432	0.616
rs15271	20	433	1.562
rs15272	20	434	0.297
rs15273	20	435	0.248
rs15274	20	436	1.672
rs15275	20	437	0.001
rs15276	20	438	0.325
rs15277	20	439	1.543
rs15278	20	440	0.091
rs15279	20	441	1.071
rs15280	20	442	0.778
rs15281	20	443	0.415
rs15282	20	444	0.061
rs15283	20	445	0.729
rs15284	20	446	0.394
rs15285	20	447	0.226
rs15286	20	448	0.022
rs15287	20	449	0.017
rs15288	20	450	0.667
rs15289	20	451	0.044
rs15290	20	452	1.143
rs15291	20	453	0.605
rs15292	20	454	0.479
rs15293	20	455	0.053
rs15294	20	456	1.604
rs15295	20	457	0.095
rs15296	20	458	0.303
rs15297	20	459	0.148
rs15298	20	460	1.502
rs15299	20	461	0.724
rs15300	20	462	1.422
rs15301	20	463	0.099
rs15302	20	464	0.068
rs15303	20	465	0.122
rs15304	20	466	0.321
rs15305	20	467	0.041
rs15306	20	468	0.186
rs15307	20	469	0.679
rs15308	20	470	0.088
rs15309	20	471	0.336
rs15310	20	472	0.034
rs15311	20	473	0.672
rs15312	20	474	0.559
rs15313	20	475	1.367
rs15314	20	476	0.816
rs15315	20	477	0.423
rs15316	20	478	0.05
rs15317	20	479	0.164
rs15318	20	480	0.18
rs15319	20	481	0.183
rs15320	20	482	0.434
rs15321	20	483	1.203
rs15322	20	484	0.167
rs15323	20	485	0.044
rs15324	20	486	1.177
rs15325	20	487	0.085
rs15326	20	488	0.273
rs15327	20	489	0.629
rs15328	20	490	0.199
rs15329	20	491	0.144
rs15330	20	492	0.472
rs15331	20	493	1.406
rs15332	20	494	0.631
rs15333	20	495	0.743
rs15334	20	496	0.122
rs15335	20	497	0.096
rs15336	20	498	0.076
rs15337	20	499	0.475
rs15338	20	500	0.177
rs15339	20	501	0.665
rs15340	20	502	1.122
rs15341	20	503	0.242
rs15342	20	504	0.682
rs15343	20	505	0.787
rs15344	20	506	0.196
rs15345	20	507	1.35
rs15346	20	508	0.076
rs15347	20	509	0.248
rs15348	20	510	0.593
rs15349	20	511	0.378
rs15350	20	512	0.307
rs15351	20	513	0.375
rs15352	20	514	0.437
rs15353	20	515	0.109
rs15354	20	516	0.692
rs15355	20	517	0.445
rs15356	20	518	0.066
rs15357	20	519	0.41
rs15358	20	520	0.002
rs15359	20	521	1.123
rs15360	20	522	0.198
rs15361	20	523	1.518
rs15362	20	524	1.057
rs15363	20	525	0.494
rs15364	20	526	1.111
rs15365	20	527	1.034
rs15366	20	528	0.754
rs15367	20	529	0.275
rs15368	20	530	0.601
rs15369	20	531	0.437
rs15370	20	532	0.22
rs15371	20	533	0.052
rs15372	20	534	0.927
rs15373	20	535	0.51
rs15374	20	536	0.247
rs15375	20	537	0.458
rs15376	20	538	0.739
rs15377	20	539	0.554
rs15378	20	540	0.307
rs15379	20	541	0.404
rs15380	20	542	0.011
rs15381	20	543	0.419
rs15382	20	544	0.282
rs15383	20	545	0.126
rs15384	20	546	0.341
rs15385	20	547	1.044
rs15386	20	548	0.446
rs15387	20	549	0.219
rs15388	20	550	0.842
rs15389	20	551	0.388
rs15390	20	552	1.369
rs15391	20	553	0.013
rs15392	21	1	0.139
rs15393	21	2	1.25
rs15394	21	3	0.093
rs15395	21	4	0.996
rs15396	21	5	0.425
rs15397	21	6	0.361
rs15398	21	7	0.942
rs15399	21	8	0.099
rs15400	21	9	0.545
rs15401	21	10	0.162
rs15402	21	11	0.787
rs15403	21	12	0.585
rs15404	21	13	0.336
rs15405	21	14	0.292
rs15406	21	15	0.337
rs15407	21	16	1.622
rs15408	21	17	0.283
rs15409	21	18	0.208
rs15410	21	19	0.706
rs15411	21	20	0.046
rs15412	21	21	0.772
rs15413	21	22	0.292
rs15414	21	23	0.607
rs15415	21	24	0.475
rs15416	21	25	1.948
rs15417	21	26	0.939
rs15418	21	27	0.083
rs15419	21	28	0.579
rs15420	21	29	0.784
rs15421	21	30	0.039
rs15422	21	31	0.718
rs15423	21	32	0.437
rs15424	21	33	0.7
rs15425	21	34	0.575
rs15426	21	35	0.805
rs15427	21	36	0.038
rs15428	21	37	0.196
rs15429	21	38	1.444
rs15430	21	39	0.042
rs15431	21	40	0.424
rs15432	21	41	0.197
rs15433	21	42	0.276
rs15434	21	43	0.082
rs15435	21	44	0.615
rs15436	21	45	0.458
rs15437	21	46	0.615
rs15438	21	47	0.234
rs15439	21	48	0.205
rs15440	21	49	0.613
rs15441	21	50	0.136
rs15442	21	51	0.041
rs15443	21	52	0.249
rs15444	21	53	0.241
rs15445	21	54	0.317
rs15446	21	55	1.729
rs15447	21	56	0.703
rs15448	21	57	0.552
rs15449	21	58	0.138
rs15450	21	59	0.012
rs15451	21	60	0.756
rs15452	21	61	0.014
rs15453	21	62	0.345
rs15454	21	63	0.021
rs15455	21	64	0.16
rs15456	21	65	0.736
rs15457	21	66	0.83
rs15458	21	67	0.156
rs15459	21	68	0.224
rs15460	21	69	0.031
rs15461	21	70	0.392
rs15462	21	71	0.15
rs15463	21	72	0.089
rs15464	21	73	1.401
rs15465	21	74	0.028
rs15466	21	75	0.778
rs15467	21	76	1.051
rs15468	21	77	0.567
rs15469	21	78	0.116
rs15470	21	79	0.059
rs15471	21	80	0.289
rs15472	21	81	0.12
rs15473	21	82	0.279
rs15474	21	83	0.888
rs15475	21	84	0.063
rs15476	21	85	0.22
rs15477	21	86	0.154
rs15478	21	87	1.183
rs15479	21	88	0.321
rs15480	21	89	0.206
rs15481	21	90	0.415
rs15482	21	91	0.556
rs15483	21	92	0.421
rs15484	21	93	0.077
rs15485	21	94	0.331
rs15486	21	95	0.74
rs15487	21	96	0.651
rs15488	21	97	1.437
rs15489	21	98	0.052
rs15490	21	99	0.103
rs15491	21	100	0.152
rs15492	21	101	0.902
rs15493	21	102	0.125
rs15494	21	103	0.159
rs15495	21	104	0.245
rs15496	21	105	0.765
rs15497	21	106	0.234
rs15498	21	107	0.346
rs15499	21	108	0.258
rs15500	21	109	0.554
rs15501	21	110	0.051
rs15502	21	111	0.286
rs15503	21	112	0.457
rs15504	21	113	0.067
rs15505	21	114	0.857
rs15506	21	115	0.306
rs15507	21	116	0.136
rs15508	21	117	0.138
rs15509	21	118	0.1
rs15510	21	119	0.369
rs15511	21	120	1.037
rs15512	21	121	1.807
rs15513	21	122	0.094
rs15514	21	123	0.786
rs15515	21	124	0.468
rs15516	21	125	0.312
rs15517	21	126	0.371
rs15518	21	127	0.061
rs15519	21	128	0.138
rs15520	21	129	0.106
rs15521	21	130	0.312
rs15522	21	131	0.777
rs15523	21	132	0.027
rs15524	21	133	0.086
rs15525	21	134	0.07
rs15526	21	135	0.545
rs15527	21	136	1.127
rs15528	21	137	0.68
rs15529	21	138	0.214
rs15530	21	139	0.105
rs15531	21	140	0.237
rs15532	21	141	0.324
rs15533	21	142	0.553
rs15534	21	143	1.315
rs15535	21	144	0.008
rs15536	21	145	0.264
rs15537	21	146	2.158
rs15538	21	147	0.475
rs15539	21	148	0.735
rs15540	21	149	0.003
rs15541	21	150	0.093
rs15542	21	151	1.53
rs15543	21	152	0.913
rs15544	21	153	0.144
rs15545	21	154	1.003
rs15546	21	155	0.561
rs15547	21	156	0.761
rs15548	21	157	1.489
rs15549	21	158	0.467
rs15550	21	159	0.631
rs15551	21	160	0.645
rs15552	21	161	0.834
rs15553	21	162	0.184
rs15554	21	163	0.755
rs15555	21	164	1.307
rs15556	21	165	0.726
rs15557	21	166	0.009
rs15558	21	167	0.832
rs15559	21	168	0.184
rs15560	21	169	0.943
rs15561	21	170	0.286
rs15562	21	171	0.023
rs15563	21	172	0.976
rs15564	21	173	0.442
rs15565	21	174	0.113
rs15566	21	175	0.126
rs15567	21	176	0.289
rs15568	21	177	1.348
rs15569	21	178	0.473
rs15570	21	179	0.406
rs15571	21	180	0.346
rs15572	21	181	1.105
rs15573	21	182	0.582
rs15574	21	183	0.253
rs15575	21	184	1.015
rs15576	21	185	1.416
rs15577	21	186	0.182
rs15578	21	187	0.296
rs15579	21	188	0.018
rs15580	21	189	0.352
rs15581	21	190	0.163
rs15582	21	191	0.02
rs15583	21	192	0.635
rs15584	21	193	2.086
rs15585	21	194	1.764
rs15586	21	195	0.825
rs15587	21	196	0.087
rs15588	21	197	0.107
rs15589	21	198	0.96
rs15590	21	199	0.124
rs15591	21	200	0.222
rs15592	21	201	0.071
rs15593	21	202	0.178
rs15594	21	203	0.087
rs15595	21	204	0.185
rs15596	21	205	0.501
rs15597	21	206	0.144
rs15598	21	207	1.742
rs15599	21	208	0.122
rs15600	21	209	0.287
rs15601	21	210	0.878
rs15602	21	211	0.642
rs15603	21	212	1.023
rs15604	21	213	0.53
rs15605	21	214	1.586
rs15606	21	215	0.299
rs15607	21	216	0.361
rs15608	21	217	0.483
rs15609	21	218	0.071
rs15610	21	219	1.354
rs15611	21	220	0.069
rs15612	21	221	0.894
rs15613	21	222	0.632
rs15614	21	223	0.392
rs15615	21	224	0.414
rs15616	21	225	0.386
rs15617	21	226	1.298
rs15618	21	227	1.059
rs15619	21	228	1.385
rs15620	21	229	0.058
rs15621	21	230	0.807
rs15622	21	231	0.038
rs15623	21	232	0.125
rs15624	21	233	0.239
rs15625	21	234	0.458
rs15626	21	235	0.806
rs15627	21	236	0.052
rs15628	21	237	0.454
rs15629	21	238	0.194
rs15630	21	239	0.255
rs15631	21	240	0.007
rs15632	21	241	0.166
rs15633	21	242	0.943
rs15634	21	243	0.089
rs15635	21	244	1.226
rs15636	21	245	1.05
rs15637	21	246	0.125
rs15638	21	247	0.881
rs15639	21	248	0.475
rs15640	21	249	1.027
rs15641	21	250	0.916
rs15642	21	251	0.877
rs15643	21	252	1.232
rs15644	21	253	0.384
rs15645	21	254	0.683
rs15646	21	255	0.149
rs15647	21	256	0.321
rs15648	21	257	0.02
rs15649	21	258	0.095
rs15650	21	259	0.657
rs15651	21	260	0.155
rs15652	21	261	0.049
rs15653	21	262	0.33
rs15654	21	263	0.331
rs15655	21	264	0.278
rs15656	21	265	0.384
rs15657	21	266	0.456
rs15658	21	267	0.391
rs15659	21	268	0.307
rs15660	21	269	0.444
rs15661	21	270	0.09
rs15662	21	271	0.244
rs15663	21	272	0.745
rs15664	21	273	0.93
rs15665	21	274	0.976
rs15666	21	275	0.332
rs15667	21	276	0.674
rs15668	21	277	0.502
rs15669	21	278	0.401
rs15670	21	279	0.007
rs15671	21	280	0.332
rs15672	21	281	0.482
rs15673	21	282	0.157
rs15674	21	283	0.109
rs15675	21	284	0.875
rs15676	21	285	0.15
rs15677	21	286	0.409
rs15678	21	287	0.565
rs15679	21	288	0.685
rs15680	21	289	0.256
rs15681	21	290	0.829
rs15682	21	291	0.609
rs15683	21	292	0.011
rs15684	21	293	0.525
rs15685	21	294	0.556
rs15686	21	295	0.725
rs15687	21	296	0.125
rs15688	21	297	0.434
rs15689	21	298	1.238
